,MBID,#1 Most Used Key,Rate of 1st,#2 Most Used Key,Rate of 2nd,Total # Duplicates
5103,01bffd8a-59c8-451b-b79c-600b416ac1af,Amajor,33.3333333333,Cmajor,33.33333333333333,3
5104,01c2ce15-bc8b-4629-825d-03d0f24d90bb,Amajor,50.0,Cmajor,25.0,4
5105,015d8824-bf10-4878-bf54-5830d1d7c587,Amajor,33.3333333333,Fminor,33.33333333333333,3
5106,0151d8a4-50c8-4036-b824-4a4f4b140e8e,Dminor,33.3333333333,Aminor,33.33333333333333,3
5107,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,75.0,Aminor,25.0,4
5108,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,100.0,Nan,Nan,5
5109,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,66.6666666667,Cmajor,33.33333333333333,3
5110,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Cmajor,33.3333333333,Aminor,33.33333333333333,3
5111,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,100.0,Nan,Nan,4
5112,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,60.0,Amajor,20.0,5
5113,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,100.0,Nan,Nan,4
5114,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,66.6666666667,Amajor,33.33333333333333,3
5115,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,80.0,Amajor,20.0,5
5116,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,66.6666666667,Cmajor,33.33333333333333,3
5117,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,80.0,Amajor,20.0,5
5118,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,66.6666666667,Amajor,33.33333333333333,3
5119,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,33.3333333333,Cmajor,33.33333333333333,3
5120,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,80.0,Cmajor,20.0,5
5121,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Cmajor,33.3333333333,Amajor,33.33333333333333,3
5122,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Cmajor,66.6666666667,Amajor,33.33333333333333,3
5123,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,100.0,Nan,Nan,3
5124,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,80.0,Amajor,20.0,5
5125,430aa3d3-3dac-4bd5-857d-eb10212ffefb,Amajor,85.7142857143,Cmajor,14.285714285714285,7
5126,43a8d041-d666-4b14-807a-5ac0df35a69a,Cmajor,75.0,Amajor,25.0,4
5127,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Fmajor,53.0612244898,A#major,38.775510204081634,49
5128,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Aminor,100.0,Nan,Nan,3
5129,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,66.6666666667,Aminor,33.33333333333333,3
5130,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Aminor,66.6666666667,Dmajor,33.33333333333333,3
5131,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Dmajor,75.0,A#minor,25.0,4
5132,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Aminor,33.3333333333,A#minor,33.33333333333333,3
5133,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#major,66.6666666667,Dmajor,33.33333333333333,3
5134,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,100.0,Nan,Nan,3
5135,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,66.6666666667,Aminor,33.33333333333333,3
5136,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Dmajor,50.0,Aminor,25.0,4
5137,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,66.6666666667,Aminor,33.33333333333333,3
5138,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Dmajor,33.3333333333,Aminor,33.33333333333333,3
5139,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Aminor,66.6666666667,Dmajor,33.33333333333333,3
5140,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Dmajor,66.6666666667,A#minor,33.33333333333333,6
5141,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,66.6666666667,Aminor,33.33333333333333,3
5142,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,66.6666666667,A#major,33.33333333333333,3
5143,6b9a509f-6907-4a6e-9345-2f12da09ba4b,Dmajor,50.0,A#minor,50.0,4
5144,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Dmajor,83.3333333333,A#major,16.666666666666664,6
5145,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,66.6666666667,Dmajor,33.33333333333333,3
5146,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,66.6666666667,A#major,33.33333333333333,3
5147,6b9a509f-6907-4a6e-9345-2f12da09ba4b,Aminor,66.6666666667,Dmajor,33.33333333333333,3
5148,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#minor,66.6666666667,A#major,33.33333333333333,3
5149,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,66.6666666667,Dmajor,33.33333333333333,3
5150,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,66.6666666667,Dmajor,33.33333333333333,3
5151,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#major,66.6666666667,Aminor,33.33333333333333,3
5152,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Dmajor,66.6666666667,A#minor,33.33333333333333,3
5153,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,100.0,Nan,Nan,3
5154,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Dmajor,60.0,A#major,20.0,5
5155,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,100.0,Nan,Nan,3
5156,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Aminor,66.6666666667,A#major,33.33333333333333,3
5157,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,66.6666666667,Dmajor,33.33333333333333,3
5158,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,66.6666666667,Aminor,33.33333333333333,3
5159,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Dmajor,33.3333333333,Aminor,33.33333333333333,3
5160,6b9a509f-6907-4a6e-9345-2f12da09ba4b,Aminor,66.6666666667,A#minor,33.33333333333333,3
5161,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Dmajor,33.3333333333,Aminor,33.33333333333333,3
5162,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Dmajor,66.6666666667,Aminor,33.33333333333333,3
5163,6b235773-16bd-4fc5-b57e-c966f9d1db6d,A#minor,40.0,Dmajor,40.0,5
5164,6b235773-16bd-4fc5-b57e-c966f9d1db6d,Aminor,33.3333333333,A#minor,33.33333333333333,3
5165,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#minor,40.0,Aminor,40.0,5
5166,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,Aminor,66.6666666667,A#minor,33.33333333333333,3
5167,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#minor,33.3333333333,Dmajor,33.33333333333333,3
5168,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#minor,25.0,Aminor,25.0,4
5169,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#minor,33.3333333333,Aminor,33.33333333333333,3
5170,6b224a56-f932-4e31-ab78-5d5b4e9a4d92,A#minor,33.3333333333,Dmajor,33.33333333333333,3
5171,6b9a509f-6907-4a6e-9345-2f12da09ba4b,Aminor,60.0,A#minor,40.0,5
5172,6b9a509f-6907-4a6e-9345-2f12da09ba4b,A#minor,80.0,A#major,20.0,5
5173,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Dmajor,100.0,Nan,Nan,5
5174,1d80507f-2abe-41d9-9e6f-35972f658731,G#major,50.0,Fmajor,25.0,4
5175,1d80507f-2abe-41d9-9e6f-35972f658731,Gmajor,66.6666666667,Cminor,33.33333333333333,3
5176,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,66.6666666667,G#major,33.33333333333333,3
5177,1d80507f-2abe-41d9-9e6f-35972f658731,Amajor,33.3333333333,Dmajor,33.33333333333333,3
5178,1d80507f-2abe-41d9-9e6f-35972f658731,Gmajor,33.3333333333,F#minor,33.33333333333333,3
5179,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,33.3333333333,A#minor,33.33333333333333,3
5180,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Cmajor,33.3333333333,Gmajor,33.33333333333333,3
5181,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,G#major,66.6666666667,Cmajor,33.33333333333333,3
5182,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Gmajor,66.6666666667,Emajor,33.33333333333333,3
5183,1d80507f-2abe-41d9-9e6f-35972f658731,G#major,33.3333333333,Gmajor,33.33333333333333,3
5184,1d80507f-2abe-41d9-9e6f-35972f658731,Gmajor,33.3333333333,D#major,33.33333333333333,3
5185,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,33.3333333333,Fminor,33.33333333333333,3
5186,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,D#major,33.3333333333,Fmajor,33.33333333333333,3
5187,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Fmajor,33.3333333333,Emajor,33.33333333333333,3
5188,1d9cf833-830d-46a9-a031-f17a720d3b73,G#major,66.6666666667,Gmajor,33.33333333333333,3
5189,1d80507f-2abe-41d9-9e6f-35972f658731,D#major,33.3333333333,A#major,33.33333333333333,3
5190,1d80507f-2abe-41d9-9e6f-35972f658731,Gmajor,25.0,G#major,25.0,4
5191,1d9cf833-830d-46a9-a031-f17a720d3b73,Gmajor,66.6666666667,Cminor,33.33333333333333,3
5192,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,75.0,Fmajor,25.0,4
5193,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Fmajor,66.6666666667,Bmajor,33.33333333333333,3
5194,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,G#major,33.3333333333,Fmajor,33.33333333333333,3
5195,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,66.6666666667,Fmajor,33.33333333333333,3
5196,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Bmajor,33.3333333333,Dmajor,33.33333333333333,3
5197,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Fmajor,50.0,Gmajor,50.0,4
5198,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Fmajor,33.3333333333,G#major,33.33333333333333,3
5199,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,G#major,50.0,Gmajor,50.0,4
5200,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,G#major,50.0,Fmajor,25.0,4
5201,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Cmajor,33.3333333333,Fminor,33.33333333333333,3
5202,1d80507f-2abe-41d9-9e6f-35972f658731,D#major,75.0,Fmajor,25.0,4
5203,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,66.6666666667,G#major,33.33333333333333,3
5204,1d9cf833-830d-46a9-a031-f17a720d3b73,Fmajor,66.6666666667,Gminor,33.33333333333333,3
5205,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Fmajor,66.6666666667,Gmajor,33.33333333333333,3
5206,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Fmajor,75.0,Gmajor,25.0,4
5207,1d80507f-2abe-41d9-9e6f-35972f658731,A#major,33.3333333333,Fminor,33.33333333333333,3
5208,1d9cf833-830d-46a9-a031-f17a720d3b73,Amajor,33.3333333333,Cminor,33.33333333333333,3
5209,1d9cf833-830d-46a9-a031-f17a720d3b73,Gmajor,80.0,C#minor,20.0,5
5210,1d80507f-2abe-41d9-9e6f-35972f658731,A#major,33.3333333333,A#minor,33.33333333333333,3
5211,1d9cf833-830d-46a9-a031-f17a720d3b73,Gmajor,33.3333333333,Gminor,33.33333333333333,3
5212,1d9cf833-830d-46a9-a031-f17a720d3b73,Fmajor,33.3333333333,G#major,33.33333333333333,3
5213,1d80507f-2abe-41d9-9e6f-35972f658731,Fmajor,66.6666666667,Amajor,33.33333333333333,3
5214,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,100.0,Nan,Nan,3
5215,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Fmajor,33.3333333333,Gmajor,33.33333333333333,3
5216,1d80507f-2abe-41d9-9e6f-35972f658731,Fmajor,40.0,D#major,20.0,5
5217,1d80507f-2abe-41d9-9e6f-35972f658731,Gmajor,66.6666666667,Fmajor,33.33333333333333,3
5218,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gmajor,33.3333333333,Cmajor,33.33333333333333,3
5219,1d9cf833-830d-46a9-a031-f17a720d3b73,Bminor,33.3333333333,A#major,33.33333333333333,3
5220,1d9cf833-830d-46a9-a031-f17a720d3b73,Fmajor,75.0,G#major,25.0,4
5221,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Cmajor,33.3333333333,G#major,33.33333333333333,3
5222,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Fminor,33.3333333333,Gmajor,33.33333333333333,3
5223,1d80507f-2abe-41d9-9e6f-35972f658731,Cmajor,33.3333333333,Emajor,33.33333333333333,3
5224,1d9cf833-830d-46a9-a031-f17a720d3b73,Gmajor,33.3333333333,Fmajor,33.33333333333333,3
5225,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Gminor,25.0,Aminor,25.0,4
5226,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Cminor,33.3333333333,G#major,33.33333333333333,3
5227,1d80507f-2abe-41d9-9e6f-35972f658731,G#major,33.3333333333,Dminor,33.33333333333333,3
5228,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,Amajor,33.3333333333,Gmajor,33.33333333333333,3
5229,1d80507f-2abe-41d9-9e6f-35972f658731,Cmajor,33.3333333333,D#major,33.33333333333333,3
5230,1d80507f-2abe-41d9-9e6f-35972f658731,Gmajor,33.3333333333,G#major,33.33333333333333,3
5231,1d9cf833-830d-46a9-a031-f17a720d3b73,Gmajor,66.6666666667,Fmajor,33.33333333333333,3
5232,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,D#major,33.3333333333,A#minor,33.33333333333333,3
5233,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,Dminor,33.3333333333,A#minor,33.33333333333333,3
5234,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,G#major,33.3333333333,Fmajor,33.33333333333333,3
5235,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Gmajor,75.0,Fmajor,25.0,4
5236,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,66.6666666667,Bminor,33.33333333333333,3
5237,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Emajor,25.0,Gmajor,25.0,4
5238,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Gmajor,66.6666666667,Fminor,33.33333333333333,3
5239,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Aminor,33.3333333333,Gmajor,33.33333333333333,3
5240,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Gmajor,33.3333333333,Fmajor,33.33333333333333,3
5241,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Gmajor,37.5,Aminor,25.0,8
5242,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Gmajor,75.0,D#major,25.0,4
5243,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fminor,66.6666666667,Fmajor,33.33333333333333,3
5244,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Fminor,33.3333333333,Gmajor,33.33333333333333,3
5245,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fmajor,25.0,Fminor,25.0,4
5246,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fminor,33.3333333333,Aminor,33.33333333333333,3
5247,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fminor,66.6666666667,Fmajor,33.33333333333333,3
5248,fc336694-71c3-4963-b221-2c0687e26cfb,Gmajor,66.6666666667,Cmajor,33.33333333333333,3
5249,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,33.3333333333,Aminor,33.33333333333333,3
5250,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Emajor,33.3333333333,Gmajor,33.33333333333333,3
5251,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Gmajor,33.3333333333,Fminor,33.33333333333333,3
5252,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Gmajor,33.3333333333,Fminor,33.33333333333333,3
5253,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,66.6666666667,Fminor,33.33333333333333,3
5254,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Aminor,33.3333333333,D#major,33.33333333333333,3
5255,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,66.6666666667,D#major,33.33333333333333,3
5256,fc336694-71c3-4963-b221-2c0687e26cfb,D#minor,33.3333333333,Aminor,33.33333333333333,3
5257,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,100.0,Nan,Nan,4
5258,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Gmajor,33.3333333333,Fmajor,33.33333333333333,3
5259,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Cminor,33.3333333333,Gmajor,33.33333333333333,3
5260,fc336694-71c3-4963-b221-2c0687e26cfb,Gmajor,50.0,Aminor,50.0,4
5261,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Gmajor,50.0,Fmajor,25.0,4
5262,fc336694-71c3-4963-b221-2c0687e26cfb,Gmajor,50.0,Fminor,25.0,4
5263,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fmajor,66.6666666667,Gmajor,33.33333333333333,3
5264,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fminor,25.0,Fmajor,25.0,4
5265,fc336694-71c3-4963-b221-2c0687e26cfb,Fminor,33.3333333333,Fmajor,33.33333333333333,3
5266,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fmajor,33.3333333333,Fminor,33.33333333333333,3
5267,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fminor,66.6666666667,Gmajor,33.33333333333333,3
5268,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Amajor,33.3333333333,Gmajor,33.33333333333333,3
5269,fc336694-71c3-4963-b221-2c0687e26cfb,Bminor,33.3333333333,Gmajor,33.33333333333333,3
5270,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,66.6666666667,Gmajor,33.33333333333333,3
5271,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Emajor,33.3333333333,Aminor,33.33333333333333,3
5272,fc336694-71c3-4963-b221-2c0687e26cfb,D#major,33.3333333333,Fmajor,33.33333333333333,3
5273,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Fmajor,33.3333333333,Fminor,33.33333333333333,3
5274,fc336694-71c3-4963-b221-2c0687e26cfb,Fminor,66.6666666667,G#major,33.33333333333333,3
5275,fc336694-71c3-4963-b221-2c0687e26cfb,Fmajor,66.6666666667,Gmajor,33.33333333333333,3
5276,fc336694-71c3-4963-b221-2c0687e26cfb,Fmajor,33.3333333333,Fminor,33.33333333333333,3
5277,fc336694-71c3-4963-b221-2c0687e26cfb,Fmajor,66.6666666667,Gmajor,33.33333333333333,3
5278,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Fminor,66.6666666667,Fmajor,33.33333333333333,3
5279,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,75.0,Aminor,25.0,4
5280,fc5f3234-18b3-4218-bc73-aad533dfaeb3,D#major,33.3333333333,Fminor,33.33333333333333,3
5281,fc95bdb1-14ba-42fd-ab93-905d81b432b3,Fminor,100.0,Nan,Nan,4
5282,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,Fmajor,66.6666666667,Gmajor,33.33333333333333,3
5283,fc5f3234-18b3-4218-bc73-aad533dfaeb3,Aminor,66.6666666667,Gmajor,33.33333333333333,3
5284,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Fminor,33.3333333333,Gmajor,33.33333333333333,3
5285,df8c94da-f884-4f22-af08-df9d40275d39,Dmajor,66.6666666667,Eminor,33.33333333333333,3
5286,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Eminor,33.3333333333,Dmajor,33.33333333333333,3
5287,df434d9d-120d-4c81-afbe-46322745e7c7,Dmajor,66.6666666667,Eminor,33.33333333333333,3
5288,df8c94da-f884-4f22-af08-df9d40275d39,Amajor,75.0,C#minor,25.0,4
5289,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Eminor,33.3333333333,Amajor,33.33333333333333,3
5290,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Dmajor,33.3333333333,Eminor,33.33333333333333,3
5291,df8c94da-f884-4f22-af08-df9d40275d39,Dmajor,25.0,Eminor,25.0,4
5292,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Eminor,66.6666666667,Dmajor,33.33333333333333,3
5293,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Dmajor,33.3333333333,Eminor,33.33333333333333,3
5294,df8c94da-f884-4f22-af08-df9d40275d39,Dmajor,66.6666666667,C#minor,33.33333333333333,3
5295,df434d9d-120d-4c81-afbe-46322745e7c7,Eminor,33.3333333333,Aminor,33.33333333333333,3
5296,df434d9d-120d-4c81-afbe-46322745e7c7,Amajor,33.3333333333,Fmajor,33.33333333333333,3
5297,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Eminor,50.0,Amajor,25.0,4
5298,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Dmajor,66.6666666667,Eminor,33.33333333333333,3
5299,df434d9d-120d-4c81-afbe-46322745e7c7,Eminor,66.6666666667,Dmajor,33.33333333333333,3
5300,df434d9d-120d-4c81-afbe-46322745e7c7,C#minor,33.3333333333,Eminor,33.33333333333333,3
5301,df434d9d-120d-4c81-afbe-46322745e7c7,Amajor,66.6666666667,C#minor,33.33333333333333,3
5302,df8c94da-f884-4f22-af08-df9d40275d39,Amajor,33.3333333333,Eminor,33.33333333333333,3
5303,df8c94da-f884-4f22-af08-df9d40275d39,Amajor,66.6666666667,Eminor,33.33333333333333,3
5304,df8c94da-f884-4f22-af08-df9d40275d39,Amajor,50.0,Eminor,25.0,4
5305,df434d9d-120d-4c81-afbe-46322745e7c7,Dmajor,50.0,Eminor,25.0,4
5306,df8c94da-f884-4f22-af08-df9d40275d39,C#minor,50.0,Eminor,25.0,4
5307,df8c94da-f884-4f22-af08-df9d40275d39,Eminor,25.0,C#minor,25.0,4
5308,df434d9d-120d-4c81-afbe-46322745e7c7,Eminor,75.0,Amajor,25.0,4
5309,df434d9d-120d-4c81-afbe-46322745e7c7,Eminor,40.0,Aminor,20.0,5
5310,df8c94da-f884-4f22-af08-df9d40275d39,Amajor,75.0,Aminor,25.0,4
5311,df434d9d-120d-4c81-afbe-46322745e7c7,Eminor,66.6666666667,Dmajor,33.33333333333333,3
5312,df434d9d-120d-4c81-afbe-46322745e7c7,Amajor,33.3333333333,Aminor,33.33333333333333,3
5313,df8c94da-f884-4f22-af08-df9d40275d39,Dmajor,50.0,Amajor,25.0,4
5314,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,Eminor,75.0,Amajor,25.0,4
5315,dfe6dd93-de4d-4259-b0a2-ca9580d60d50,C#minor,50.0,Fmajor,25.0,4
5316,0678c7b3-9023-43da-ba62-ef60d8b3a298,F#major,50.0,Dmajor,25.0,4
5317,0678c7b3-9023-43da-ba62-ef60d8b3a298,Emajor,40.0,Fmajor,20.0,5
5318,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,Gminor,33.3333333333,F#major,33.33333333333333,3
5319,0678c7b3-9023-43da-ba62-ef60d8b3a298,Bmajor,66.6666666667,Emajor,33.33333333333333,3
5320,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,Emajor,66.6666666667,C#major,33.33333333333333,3
5321,0660bd9d-a865-43f4-8ade-53fcf6c371de,Dmajor,33.3333333333,A#minor,33.33333333333333,3
5322,0678c7b3-9023-43da-ba62-ef60d8b3a298,Bmajor,66.6666666667,F#major,33.33333333333333,3
5323,0660bd9d-a865-43f4-8ade-53fcf6c371de,Cmajor,33.3333333333,Emajor,33.33333333333333,3
5324,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,F#major,33.3333333333,Emajor,33.33333333333333,3
5325,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,F#major,50.0,Emajor,25.0,4
5326,0681520a-6499-4cb8-91aa-7df5dfafea2e,Fmajor,33.3333333333,G#major,33.33333333333333,3
5327,0678c7b3-9023-43da-ba62-ef60d8b3a298,Bmajor,33.3333333333,F#major,33.33333333333333,3
5328,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,Gminor,33.3333333333,Dmajor,33.33333333333333,3
5329,0660bd9d-a865-43f4-8ade-53fcf6c371de,Fmajor,25.0,Emajor,25.0,4
5330,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,F#major,25.0,Bmajor,25.0,4
5331,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,Amajor,25.0,F#major,25.0,4
5332,0660bd9d-a865-43f4-8ade-53fcf6c371de,G#major,33.3333333333,Cmajor,33.33333333333333,3
5333,0678c7b3-9023-43da-ba62-ef60d8b3a298,F#major,66.6666666667,Bmajor,33.33333333333333,3
5334,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,F#major,33.3333333333,D#major,33.33333333333333,3
5335,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,Emajor,66.6666666667,A#minor,33.33333333333333,3
5336,0660bd9d-a865-43f4-8ade-53fcf6c371de,A#minor,66.6666666667,Emajor,33.33333333333333,3
5337,0660bd9d-a865-43f4-8ade-53fcf6c371de,F#major,50.0,Emajor,50.0,4
5338,0660bd9d-a865-43f4-8ade-53fcf6c371de,F#major,33.3333333333,Bmajor,33.33333333333333,3
5339,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,Cmajor,50.0,F#major,25.0,4
5340,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,Cmajor,33.3333333333,Emajor,33.33333333333333,3
5341,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,Emajor,20.0,F#major,20.0,5
5342,0678c7b3-9023-43da-ba62-ef60d8b3a298,D#major,66.6666666667,Amajor,33.33333333333333,3
5343,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,C#major,25.0,F#major,25.0,4
5344,0681520a-6499-4cb8-91aa-7df5dfafea2e,F#major,75.0,Emajor,25.0,4
5345,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,Bmajor,33.3333333333,F#major,33.33333333333333,3
5346,0660bd9d-a865-43f4-8ade-53fcf6c371de,Emajor,66.6666666667,D#major,33.33333333333333,3
5347,0678c7b3-9023-43da-ba62-ef60d8b3a298,F#major,66.6666666667,Dmajor,33.33333333333333,3
5348,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,Aminor,33.3333333333,Dmajor,33.33333333333333,3
5349,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,A#minor,33.3333333333,Dmajor,33.33333333333333,3
5350,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,Bmajor,66.6666666667,Emajor,33.33333333333333,3
